timestamp,ticker,atr,atr_percent
2025-05-17 18:14:31,KRW-ONDO,93.87878787878788,7.2048187167143425
2025-08-11 15:22:26,KRW-XLM,27.80500000000001,4.47025723472669
2025-08-11 15:22:26,KRW-ONDO,80.444,5.6293911826452065
2025-08-11 15:22:31,KRW-XLM,27.80500000000001,4.477455716586153
2025-08-11 15:22:31,KRW-ONDO,80.444,5.6293911826452065
2025-08-11 15:22:37,KRW-XLM,27.80500000000001,4.477455716586153
2025-08-11 15:22:37,KRW-ONDO,80.444,5.6293911826452065
2025-08-11 15:22:42,KRW-XLM,27.80500000000001,4.477455716586153
2025-08-11 15:22:42,KRW-ONDO,80.444,5.6293911826452065
2025-08-11 15:23:47,KRW-XLM,27.80500000000001,4.477455716586153
2025-08-11 15:23:47,KRW-ONDO,80.444,5.637281009110021
